id,Paper_Topic_and_Main_Contributions,Reasons_to_accept,Reasons_to_reject,Questions_for_the_Authors,Soundness,Excitement,Reproducibility,Ethical_Concerns,Reviewer_Confidence,Justification_for_Ethical_Concerns,Missing_References,Typos_Grammar_Style_and_Presentation_Improvements,cdate,ddate,details,domain,forum,invitations,license,mdate,nonreaders,number,odate,pdate,readers,replyto,signatures,tcdate,tmdate,writers,response
STv0V5gHPA,"This paper proposed a framework that consists of a retriever and a generator. Within, the retriever aims to obtain similar samples according to the similarity score calculated by questions, SQLs and graphs built from schemas. The constructed similar samples as positive samples combined with the negative samples are employed for representation learning for the generator via contrastive learning. The experiments indicate that equipping the proposed ReFSQL can bring an obvious improvement to the backbone methods","1. This paper proposes a retriever-generator framework to improve the representation via contrastive learning.
2. Good experimental results. The baselines equipped with the proposed ReFSQL achieve obvious promotions, especially in Spider (which seems achieving SOTA compared with the leaderboard).","1. Poor writing, bad typesetting, and the figures are not vector diagrams.
2. How can the motivation ""To further bridge the gap between specific and general knowledge"" be implemented according to the proposed contrastive learning whose optimization is only minimizing the margin of the representation between similar samples?
3. Most of the recent baselines in Spider build interaction graphs to joint the representation of the questions and schemas (RATSQL, LGESQL, etc.). What are the advantages of the margin methods in the retriever part that split Query+SQL and Schema in two stages, and the self-designed ""Interaction Graph Construction"" methods? There is no analysis in the Methodology and no comparison in the Experiment.
4. Fine-grained ablation tests need to be provided.",,"2: Borderline: Some of the main claims/arguments are not sufficiently supported, there are major technical/methodological problems","3: Ambivalent: It has merits (e.g., it reports state-of-the-art results, the idea is nice), but there are key weaknesses (e.g., it describes incremental work), and it can significantly benefit from another round of revision. However, I won't object to accepting it if my co-reviewers champion it.",3: Could reproduce the results with some difficulty. The settings of parameters are underspecified or subjectively determined; the training/evaluation data are not widely available.,No,"3: Pretty sure, but there's a chance I missed something. Although I have a good feel for this area in general, I did not carefully check the paper's details, e.g., the math, experimental design, or novelty.",,,,1691117310178,,,EMNLP/2023/Conference,zWGDn1AmRH,"['EMNLP/2023/Conference/Submission1338/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701461097686,[],1,,,"['everyone', 'EMNLP/2023/Conference/Submission1338/Reviewer_wb9q']",zWGDn1AmRH,['EMNLP/2023/Conference/Submission1338/Reviewer_wb9q'],1691117310178,1701461097686,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission1338/Reviewer_wb9q']","No, the peer review does not explicitly suggest referring to additional literature. The reviewer mentions a few issues with the paper, such as poor writing and lack of analysis or comparison with recent baselines, but they do not mention any gaps in the theoretical framework that would require citing more literature. However, they do question how the motivation ""To further bridge the gap between specific and general knowledge"" is implemented by the proposed contrastive learning method, which could be seen as a hint to explore related work on this topic."
bPH9oGRRXy,"This paper presents a source-sentence reordering method to narrow the gap between typologically-distant languages in cross-lingual transfer. They learn reordering rules based on Universal Dependencies and apply them at all levels of the syntactic tree. Extensive experiments show the effectiveness of the proposed approach in enhancing cross-lingual transfer, particularly in the context of low-resource languages. ","1.	Extensive experiments on different tasks (UD paring, relation classification, and semantic parsing) and settings (zero-shot and few-shot), which show the necessity of reordering. 
2.	Detailed analyses on different architectures. 
","1.	Insufficient comparison with related works.
First, the differences with the most related work (Rasooli and Collins, 2019) should be clearer. Their approach is reported to leverage rich syntactic information, as stated on line 190, which is controversial with the expression “superficial statistics” in the line 192. Second, it is insufficient to solely compare the proposed methodology with that of Rasooli and Collins (2019). It would be prudent to also consider similar work, such as that of Liu et al. (2020a).

2.	The effectiveness of these two settings (STANDARD and ENSEMBLE) varies depending on the tasks and languages. As shown in table 5, ENSEMBLE outperforms STANDARD for the majority of languages, with the notable exceptions of Japanese and Italian. A similar phenomenon is observed for Thai and Irish, as indicated in Table 2, warranting further investigation.
",,"3: Good: This study provides sufficient support for its major claims/arguments, some minor points may need extra support or details.","3: Ambivalent: It has merits (e.g., it reports state-of-the-art results, the idea is nice), but there are key weaknesses (e.g., it describes incremental work), and it can significantly benefit from another round of revision. However, I won't object to accepting it if my co-reviewers champion it.","4: Could mostly reproduce the results, but there may be some variation because of sample variance or minor variations in their interpretation of the protocol or method.",No,"4: Quite sure. I tried to check the important points carefully. It's unlikely, though conceivable, that I missed something that should affect my ratings.",,,"1.	Line 265: “based on of the UD” -> “based on the UD”
2.	The average scores for both typologically-distant and structurally-similar languages should be included in Table 2 for comparison. Additionally, it may be beneficial to employ the average reordering time per sentence as a quantitative measure of structural distance.
",1690300000000,,,EMNLP/2023/Conference,z8gM4ZfK8l,"['EMNLP/2023/Conference/Submission4095/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701460000000,[],1,,,"['everyone', 'EMNLP/2023/Conference/Submission4095/Reviewer_gucq']",z8gM4ZfK8l,['EMNLP/2023/Conference/Submission4095/Reviewer_gucq'],1690300000000,1701460000000,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission4095/Reviewer_gucq']","Yes, the peer review suggests that the authors should refer to specific literature that are not already discussed in the original paper. The reviewer mentions that it would be prudent for the authors to also consider ""similar work"" such as Liu et al. (2020a) in addition to the most related work of Rasooli and Collins (2019). This implies that the authors should expand their literature review to include other relevant studies, not just the ones already mentioned in the paper."
CHrUCXf8aU,"The paper proposes a novel  large-scale Chinese lexical substitution (LS) dataset created by human-machine collaboration. The key contributions are:

- Construction of a large-scale Chinese LS dataset, CHNLS, containing 33,695 instances across 3 text genres. Significantly larger than prior English datasets.
- Presentation of 4 LS methods, including dictionary, embedding, BERT and paraphraser-based approaches.
- An ensemble method combining the 4 approaches that outperforms individual methods on CHNLS evaluation.
- Quantitative and qualitative analysis showing the high coverage and quality of CHNLS.","- Addresses the lack of Chinese LS datasets and enables future research for this under-studied language. 
- The collaborative annotation approach is creative, efficient and results in higher coverage compared to solely human annotation. Could inform future dataset creation.
- Comprehensive experiments demonstrate the utility of the dataset and the effectiveness of the proposed ensemble method. Thorough quantitative and qualitative analysis.","- While larger than prior datasets, CHNLS still only covers 3 genres of Chinese text. More diversity could be beneficial.
- Some subjectivity and noise inevitable during human evaluation of machine-generated substitutes. Inter-annotator agreement is unclear.
- Ensemble approach is relatively simple. More sophisticated methods could be explored for combining multiple LS techniques.
- Limited analysis of how well methods generalize across the 3 genres. More cross-genre evaluation would be informative.
- The dataset quality should be improved. For example, in wiki_test_gold.txt, line 1, the second substitute ""既"" is in correct. The authors should do double check to make sure the substitute is correct.","- Did you apply any quality assurance measures been taken during the data annotation process? How is the consistency of the annotators' work ensured?
- It's recommended to increase the diversity of data to make this dataset more effective and compelling","3: Good: This study provides sufficient support for its major claims/arguments, some minor points may need extra support or details.","3: Ambivalent: It has merits (e.g., it reports state-of-the-art results, the idea is nice), but there are key weaknesses (e.g., it describes incremental work), and it can significantly benefit from another round of revision. However, I won't object to accepting it if my co-reviewers champion it.",5: Could easily reproduce the results.,No,"4: Quite sure. I tried to check the important points carefully. It's unlikely, though conceivable, that I missed something that should affect my ratings.",,,,1691168724506,,,EMNLP/2023/Conference,zaBPb6Pu21,"['EMNLP/2023/Conference/Submission3500/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701461233431,[],1,,,"['everyone', 'EMNLP/2023/Conference/Submission3500/Reviewer_24p3']",zaBPb6Pu21,['EMNLP/2023/Conference/Submission3500/Reviewer_24p3'],1691168724506,1701461233431,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission3500/Reviewer_24p3']","No, the peer review does not specifically suggest referring to additional literature. The reviewer provides a detailed evaluation of the paper's strengths and weaknesses, but does not mention any gaps in the existing knowledge or references that need to be addressed by citing new sources. The focus is on providing constructive feedback on the paper itself, rather than suggesting additional research or references."
xg3MAC1hDT,"This paper introduces PHD, a pixel-based language model for analyzing historical documents without using OCR. The main contributions are:

1. Proposes a novel method to generate synthetic scans that resemble historical documents for pretraining. This helps address the scarcity of large historical scan datasets.

2. Pretrains PHD on a combination of synthetic scans and real historical newspapers from the 18th-19th centuries.

3. Evaluates PHD on image reconstruction, clustering, language understanding tasks like GLUE, and question answering on both SQuAD and a real historical QA dataset.

4. Provides evidence that PHD can effectively understand language and has potential for assisting with NLP tasks involving historical documents.

5. Releases the datasets, models, and code to facilitate future research.

Overall, this paper explores using recent advances in pixel-based language modeling to process historical scans directly at the pixel level. This allows bypassing the OCR stage which can introduce noise when applied to historical documents. The proposed pretraining methodology and evaluations demonstrate the promise of this approach for historical document analysis.","This paper explores an interesting new direction and provides a thorough evaluation of the proposed techniques. Releasing the datasets and models could catalyze more work in this area.
1. Well-written paper that clearly explains the motivation, proposed approach, experiments, results, and limitations.
2. Novel application of pixel-based language models to historical document analysis, bypassing the need for OCR. This is an interesting new direction for processing historical texts.
3. Releases new datasets, models, and code to facilitate research in this area. The historical QA dataset created from real newspaper ads could be valuable for the community.","1. Most of the pretraining data is modern text, not historical. More diverse historical data could help the model better adapt to that domain. Previous work, such as Donut, DiT, Dessurt, and LayoutLM (v1, v2, v3), pre-trained their models on IIT-CDIP. IIT-CDIP is a large-scale scanned document corpus used for pre-training language models.

2. The evaluation tasks, apart from one historical QA dataset, predominantly involve modern text. More historical evaluation data could better assess performance. 

3. There are also some document understanding benchmarks, such as DocVQA (also used in Donut, DiT, Dessurt, and LayoutLM v1, v2, v3), which can be used to evaluate the question-answering performance of models.

4. As the paper mentions, evaluating the pixel-based completions is challenging. More robust quantitative evaluation methods are needed.

5. OCR techniques continue to improve over time. At some point, OCR quality may be sufficient to apply standard NLP pipelines to historical texts without needing to bypass OCR.",The previous studies utilized datasets such as IIT-CDIP and DocVQA for pre-training and evaluation. Can you discuss why you did not consider them?,"3: Good: This study provides sufficient support for its major claims/arguments, some minor points may need extra support or details.",4: Strong: This paper deepens the understanding of some phenomenon or lowers the barriers to an existing research direction.,3: Could reproduce the results with some difficulty. The settings of parameters are underspecified or subjectively determined; the training/evaluation data are not widely available.,No,"4: Quite sure. I tried to check the important points carefully. It's unlikely, though conceivable, that I missed something that should affect my ratings.",,"- Lewis, David D. et al. “Building a test collection for complex document information processing.” Proceedings of the 29th annual international ACM SIGIR conference on Research and development in information retrieval (2006): n. pag.

- Mathew, Minesh et al. “DocVQA: A Dataset for VQA on Document Images.” 2021 IEEE Winter Conference on Applications of Computer Vision (WACV) (2020): 2199-2208.",,1691220000000,,,EMNLP/2023/Conference,zIb2DlqBxm,"['EMNLP/2023/Conference/Submission1679/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701460000000,[],1,,,"['everyone', 'EMNLP/2023/Conference/Submission1679/Reviewer_NET7']",zIb2DlqBxm,['EMNLP/2023/Conference/Submission1679/Reviewer_NET7'],1691220000000,1701460000000,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission1679/Reviewer_NET7']","Yes, the peer review suggests that the authors should refer to specific literature that is not already discussed in the original paper. The reviewer mentions two papers:

1. ""Building a test collection for complex document information processing"" by Lewis et al. (2006)
2. ""DocVQA: A Dataset for VQA on Document Images"" by Mathew et al. (2020)

The reviewer suggests that these papers could be relevant to the authors' work, particularly in relation to the use of IIT-CDIP and DocVQA datasets for pre-training and evaluation. The reviewer mentions that previous studies have utilized these datasets, and therefore it would be beneficial for the authors to discuss why they did not consider them."
smD28y6BcO,"This work evaluates models' logical reasoning in the MCQ setting by probing it with additional questions about the reasoning behind selecting or eliminating individual choices. To this end, the authors build a new dataset, RULE. They start with questions from the ReClor dataset and annotate rationales for selecting and eliminating each of its answer choices. They then generate questions like for each choice which has one of the generated rationales as the answer.

These additional (sub-)questions have 2 key features:

1. They are in the same MCQ format as the original question. So one can probe the models' reasoning on the original question by these additional questions.
2. They are contrastive (minimally different), i.e., all subquestions share the same passage and answer choices, but they have different answers depending on the subquestion. This feature prevents models from taking simple shortcuts.

The authors have ensured the annotations are of high quality by human validation, and have also established a very high human score on the task.

Finally, the authors benchmark a large number of recent (few-shot, fine-tuned, with/without CoT) models on ReClor and RULE and demonstrate that all the models struggle and are behind humans. In particular, they find that models are extremely bad at selecting why a given choice is incorrect.

Finally, they explore (i) model-generated rationales and find humans are better at this task. (ii) using human-written rationales to improve models and find that selective subquestions help, eliminative ones hurt.","- This is a very well-done study and evaluation design. I particularly liked the two features highlighted in the summary above.
- This is a nice high-quality resource, and should be helpful for people exploring logical reasoning models.
- I was impressed by the number and diversity of the models that they have benchmarked for this new task (both fine-tuned and few-shot).","I don't see any reason to reject this work.
","Suggestion:

A. I have a different hypothesis about why the score for eliminative subquestions is so much worse than selective subquestions: It is because the models ignore the word ""not"". It would be interesting to do an experiment to test this: Compare model predictions for eliminative subquestions with and without the word ""not"" and see if the scores are close and individual responses correlate. Although not necessary, it'd be a good addition to the paper (at least the appendix, if not the main paper).",4: Strong: This study provides sufficient support for all of its claims/arguments. ,4: Strong: This paper deepens the understanding of some phenomenon or lowers the barriers to an existing research direction.,5: Could easily reproduce the results.,No,"4: Quite sure. I tried to check the important points carefully. It's unlikely, though conceivable, that I missed something that should affect my ratings.",,"(tangentially relevant): https://arxiv.org/abs/2204.05212 and https://arxiv.org/abs/2210.10860v1 also collect explanations for each answer choice, albeit for a different purpose. Unlike this work, their explanations for wrong answer argue for why answer should be accepted as opposed to eliminated.

L040: missing reference
",,1691220000000,,,EMNLP/2023/Conference,zByqDt16qZ,"['EMNLP/2023/Conference/Submission266/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701460000000,[],2,,,"['everyone', 'EMNLP/2023/Conference/Submission266/Reviewer_i432']",zByqDt16qZ,['EMNLP/2023/Conference/Submission266/Reviewer_i432'],1691220000000,1701460000000,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission266/Reviewer_i432']","No, this peer review does not suggest that the authors of the paper refer to specific literature that are not already discussed in the original paper. In fact, it mentions two tangentially relevant papers (https://arxiv.org/abs/2204.05212 and https://arxiv.org/abs/2210.10860v1) as a way of providing context for understanding the broader research landscape, but does not suggest that these papers should be cited in the original paper itself."
gJTMXmoGmD,"This paper is based on Induction Augmented Generation Framework that uses LLMs for the implicit reasoning approach. The framework outperforms baselines for Retrieval Augmented Generation and ChatGPT on two Open domain tasks.

Overall Contributions : 
1) Novel inductive prompting method which improves the factuality of knowledge elicited from LLMs.
2)  A GPT implementation of the framework that improves over strong baseline models and ChatGPT.
3) A TAILBACK optimization algorithm that trains the inductor which allows IAG-Student to outperform Retrieval Augmented Generation baselines.","The description of the methodology and building up the framework was well explained.
Evaluation conducted on two large Open-domain QA benchmark datasets.
","1) Although the Student Inductor model is shown to surpass the benchmark, the explanation and the underlying working principle was a bit hard to follow.
2) For tailback differential beam searching is used, but it is hard to follow what are the steps pertaining to it.","1) Can you explain the tailback workflow using a pseudo code with detailed steps? Currently, it's a bit difficult to follow.
2) Are there any plan to switch to later GPT versions from GPT-3? What would be the implications in terms of evaluation outcomes ?","3: Good: This study provides sufficient support for its major claims/arguments, some minor points may need extra support or details.","3: Ambivalent: It has merits (e.g., it reports state-of-the-art results, the idea is nice), but there are key weaknesses (e.g., it describes incremental work), and it can significantly benefit from another round of revision. However, I won't object to accepting it if my co-reviewers champion it.","4: Could mostly reproduce the results, but there may be some variation because of sample variance or minor variations in their interpretation of the protocol or method.",No,"4: Quite sure. I tried to check the important points carefully. It's unlikely, though conceivable, that I missed something that should affect my ratings.",,,,1691732126505,,,EMNLP/2023/Conference,zwqDROxClj,"['EMNLP/2023/Conference/Submission1595/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701461113139,[],4,,,"['everyone', 'EMNLP/2023/Conference/Submission1595/Reviewer_1Ny9']",zwqDROxClj,['EMNLP/2023/Conference/Submission1595/Reviewer_1Ny9'],1691732126505,1701461113139,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission1595/Reviewer_1Ny9']","No, this peer review does not suggest the authors to refer to specific literature that are not already discussed in the original paper. The reviewer mentions areas where the explanation and methodology were hard to follow (points 1 and 2 under ""Reasons_to_reject""), but they do not recommend reading any additional literature. Their questions for the authors (points 1 and 2) aim to clarify specific points related to the framework's implementation and potential future work, rather than recommending further research or citing outside sources."
9nIcwKQ0aO,"This paper proposes a news article dataset consisting of 206 news articles annotated for partisan and counter-partisan events in the articles. Partisan events are defined as events reporting of which benefit the stance of the news article and counter-partisan events are events that are reported with partisan events to make the news article seem neutral.

The authors proposed a human annotation framework for annotating such events by focusing on reported entities and sentiment toward them. The authors identified the ideologies of the news articles and the partisanship of the events using a few off-the-shelf classifiers and ChatGPT. The authors also presented some qualitative analysis of the partisan events and reported how different polarities use such events. For example, in the right-biased media, counter-partisan events appear towards the end of the news articles.","[A1] This work proposes a novel dataset for analyzing partisan news media reporting of events.

[A2] The human annotation framework is well-described and it seems easy to replicate.","[R1] The concept of the partisan event as it is reported in the paper seems conceptually very similar to previously studied information bias (Fan et al., 2019) (discussed by the authors in the related works section) and subframes (Roy and Goldwasser, 2020) (not discussed by the authors in the paper). Hence, I am not totally convinced about the novelty of the work rather it seems like an incremental extension of the previous studies.

[R2] The number of news articles annotated is very few (only 206). Hence, it is hard to say that any trends found in this small amount of data are generalizable to the whole news media.",[Q1] What are the high-level discussion topics in the news articles studied in this paper?,"3: Good: This study provides sufficient support for its major claims/arguments, some minor points may need extra support or details.","3: Ambivalent: It has merits (e.g., it reports state-of-the-art results, the idea is nice), but there are key weaknesses (e.g., it describes incremental work), and it can significantly benefit from another round of revision. However, I won't object to accepting it if my co-reviewers champion it.","4: Could mostly reproduce the results, but there may be some variation because of sample variance or minor variations in their interpretation of the protocol or method.",No,"4: Quite sure. I tried to check the important points carefully. It's unlikely, though conceivable, that I missed something that should affect my ratings.",,,,1690670000000,,,EMNLP/2023/Conference,zrBrl2iQUr,"['EMNLP/2023/Conference/Submission5006/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701460000000,[],1,,,"['everyone', 'EMNLP/2023/Conference/Submission5006/Reviewer_5vXQ']",zrBrl2iQUr,['EMNLP/2023/Conference/Submission5006/Reviewer_5vXQ'],1690670000000,1701460000000,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission5006/Reviewer_5vXQ']","Yes, the peer review suggests that the authors of the paper may want to refer to additional literature that is not already mentioned in the original paper. Specifically, the reviewer mentions two studies:

1. Fan et al. (2019) - which discusses information bias
2. Roy and Goldwasser (2020) - which discusses subframes

The reviewer notes that these studies are conceptually related to the partisan events described in the paper, but are not mentioned by the authors. The reviewer suggests that including a discussion of these papers could strengthen the novelty of the work and address concerns about its incremental nature."
ttwwsOhAIT,"This paper introduces the Induction-Augmented Generation framework, which integrates inductive knowledge statements for Open-Domain QA tasks to enhance implicit reasoning. The framework proposes two models: IAG-GPT and IAG-student. IAG-GPT generates inductive knowledge statements using GPT-3 and utilizes both generated knowledge prompts and retrieved documents for QA tasks. Since IAG-GPT is dependent on the GPT-3 API, IAG-student is trained to distill GPT-3.",The proposed approach achieved state-of-the-art performance by integrating inductive knowledge into the prompt on the CSQA and Strategy QA datasets. The presentation of quality examples (such as Table 6 and 7) further supports the validity of the work.,"* The consistency in reporting the results needs to be done. Figure 3-4 and Table 2-4 uses StrategyQA dev which makes it hard to compare with Table 1 StrategyQA test baselines.  
* Table 2 shows that knowledge statements generated with inductive prompting support QA performance. However, to fully verify the effectiveness of inductive knowledge statements, additional comparisons need to be made on CSQA dev with 15 retrieved documents versus CSQA dev with 10 retrieved documents and 5 inductive knowledge statements. On StrategyQA, a comparison between 10 retrieved documents and 5 retrieved documents with 5 inductive knowledge statements needs to be conducted.","* Is the concatenation style of Retrieval Only in IAG the same as FiD [1]? If it is FiD-style, then there will be N number of passages to encode with the query. If not, as shown in concept figure 2, there will be a single long input which is a concatenation of the query and all N passages for IAG-GPT and IAG-student. It needs more clarification because in the knowledge fusion experiment, it seems like all of the question, knowledge statements, and retrieved documents are concatenated into a single long input.
* On the CSQA dev dataset, it is stated that top-5 snippets are used (Line 423). However, in Line 465, on CSQA, it uses 10 retrieved documents. Is the top-5 snippets transformed into 10 retrieved documents? Or does it use top-10 snippets?
* Inductive prompting generates implicit knowledge through in-context learning of 5 demonstrations. How are trivial and CoT prompting done? The examples are shown in Table 7, but it is not clear how the prompts are formed.
* Are there cases where inductive knowledge statements are hallucinated?

[1] Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering","3: Good: This study provides sufficient support for its major claims/arguments, some minor points may need extra support or details.",4: Strong: This paper deepens the understanding of some phenomenon or lowers the barriers to an existing research direction.,3: Could reproduce the results with some difficulty. The settings of parameters are underspecified or subjectively determined; the training/evaluation data are not widely available.,No,"3: Pretty sure, but there's a chance I missed something. Although I have a good feel for this area in general, I did not carefully check the paper's details, e.g., the math, experimental design, or novelty.",,,"* In Line 467, naming of the dataset should be consistent
	* sudden acronym for StrategyQA -> SQA
* Including the model size could strengthen your Table 1.",1691458202749,,,EMNLP/2023/Conference,zwqDROxClj,"['EMNLP/2023/Conference/Submission1595/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701461113300,[],2,,,"['everyone', 'EMNLP/2023/Conference/Submission1595/Reviewer_i5uE']",zwqDROxClj,['EMNLP/2023/Conference/Submission1595/Reviewer_i5uE'],1691458202749,1701461113300,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission1595/Reviewer_i5uE']","No, the peer review does not suggest that the authors should refer to any additional literature. The reviewer is mainly asking for clarification on certain points and suggesting ways to strengthen the presentation of the results, but they do not mention any omissions or gaps in the literature that need to be addressed by referring to other studies."
bjd85sbyKN,"This paper proposes the shared space to alleviate the problem by the representation mismatches among the modalities (i.e., video and text).","The best performances in three benchmarks in video-text retrieval
Sufficient experiments on the retrieval dataset","[-] Poor writing. To use the word 'Sparse', it is necessary to first specify the sparsity on what (e.g., quantities, distribution?). When reading the Introduction, I didn't know the sparsity of what and also didn't know why the concept of sparsity is needed or what it does.

[-] If the contributions of this paper are based on the representation enhancement of shared spaces about heterogeneous modalities, it is more convincing to validate the approach in several multi-modal video language tasks such as video question answering, video-grounded reasoning/dialogue. Why only experiments on text-video retrieval? Haven't you verified the effect on several other multi modal tasks?

[-] Does the author can visualize the effectiveness of the proposed method?",see above,1: Poor: This study is not yet sufficiently thorough to warrant publication or is not relevant to EMNLP.,"2: Mediocre: This paper makes marginal contributions (vs non-contemporaneous work), so I would rather not see it in the conference.",3: Could reproduce the results with some difficulty. The settings of parameters are underspecified or subjectively determined; the training/evaluation data are not widely available.,No,"3: Pretty sure, but there's a chance I missed something. Although I have a good feel for this area in general, I did not carefully check the paper's details, e.g., the math, experimental design, or novelty.",,,,1691146794935,,,EMNLP/2023/Conference,zeGXjQYhXz,"['EMNLP/2023/Conference/Submission4649/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701461307472,[],1,,,"['everyone', 'EMNLP/2023/Conference/Submission4649/Reviewer_UH8H']",zeGXjQYhXz,['EMNLP/2023/Conference/Submission4649/Reviewer_UH8H'],1691146794935,1701461307472,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission4649/Reviewer_UH8H']","No, this peer review does not suggest the authors to refer to specific literature that are not already discussed in the original paper. The reviewer provides feedback on the paper's content and methodology, but does not recommend any additional literature for the authors to consult. Instead, the reviewer asks questions of the authors, such as ""Can you visualize the effectiveness of the proposed method?"" and points out areas where the paper could be improved or more convincing, but does not suggest that they should read anything specific outside of their own work."
n1Zz9dJ9U6,"Positional encoding is important in Transformer architecture, and until a few years ago, learnable absolute position embedding (APE) was often used (e.g., BERT, RoBERTa, GPT-2).

Clark+'19 reported that some attention heads in BERT attend to context words according to their relative positions; Ravishankar&Søgaard+'21 reported that some columns of absolute position embeddings are periodic; Chang+'22 reported that the position information is encoded in a hidden representation while remaining periodic.
However, it is not clear how periodicity is used in models, which is what this paper attacks.

Specifically, this paper showed that several attention heads in RoBERTa realize an attention pattern that depends on relative position by extracting the periodic components derived from APE from the hidden representation with shifting the phase in query and key transformation.","- Analyses use convincing and solid mathematical tools.
- Mechanism for realizing relative position-dependent attention patterns from absolute position embedding is really interesting.","- Limited Experiments
  - Most of the experiments (excluding Section 4.1.1) are limited to RoBERTa-base only, and it is unclear if the results can be generalized to other models adopting learnable APEs. It is important to investigate whether the results can be generalized to differences in model size, objective function, and architecture (i.e., encoder, encoder-decoder, or decoder). In particular, it is worthwhile to include more analysis and discussion for GPT-2. For example, I would like to see the results of Figure 2 for GPT-2.
  - The input for the analysis is limited to only 100 or 200 samples from wikitext-2. It would be desirable to experiment with a larger number of samples or with datasets from various domains.
- Findings are interesting, but no statement of what the contribution is and how practical impact on the community or practical use. (Question A).
- Results contradicting those reported in existing studies (Clark+'19) are observed but not discussed (Question B).
- I do not really agree with the argument in Section 5 that word embedding contributes to relative position-dependent attention patterns. The target head is in layer 8, and the changes caused by large deviations from the input, such as only position embedding, are quite large at layer 8. It is likely that the behavior is not such that it can be discussed to explain the behavior under normal conditions. Word embeddings may be the only prerequisites for the model to work properly rather than playing an important role in certain attention patterns.
- Introduction says to analyze ""why attention depends on relative position,"" but I cannot find content that adequately answers this question.
- There is no connection or discussion of relative position embedding, which is typically employed in recent Transformer models in place of learnable APE (Question C).","- A. What is the substantial contribution to the community from these findings? For example, could they lead to any ideas to improve the Transformer architecture?
- B. Clark+'19 reported that most heads pay little attention to themselves and that there are heads that focus heavily on adjacent tokens, especially in the earlier layers. However, this paper shows that there are several heads that focus on themselves and that heads focusing heavily on adjacent token heads were found in various layers. What is the reason for this discrepancy?
- C. Nowadays, relative position embedding is often used instead of APE. Can this paper provide insights into the reasons for the superiority of relative position embedding? For example, can we interpret that relative position embedding can capture other language information richer than APE because there is no need to extract relative positions in the query or key transformation matrices?","3: Good: This study provides sufficient support for its major claims/arguments, some minor points may need extra support or details.","3: Ambivalent: It has merits (e.g., it reports state-of-the-art results, the idea is nice), but there are key weaknesses (e.g., it describes incremental work), and it can significantly benefit from another round of revision. However, I won't object to accepting it if my co-reviewers champion it.",3: Could reproduce the results with some difficulty. The settings of parameters are underspecified or subjectively determined; the training/evaluation data are not widely available.,No,"3: Pretty sure, but there's a chance I missed something. Although I have a good feel for this area in general, I did not carefully check the paper's details, e.g., the math, experimental design, or novelty.",,"- In addition to Clark+'19, Kovaleva+'19 should be mentioned as a representative attention analysis
    - Kovaleva+, Revealing the Dark Secrets of BERT (EMNLP2019)","- Caption of Figure 1: Attention weights of the first 15 tokens -> Attention weights for the first 15 tokens of an input text? If it is a special input text, please explain explicitly.
- ll.223-227: I cannot follow what you meant. Please provide a clearer explanation.
- ll.263-265: Should mention the agreement with Lin+'19 results here
- (minor) l.200: Consider changing the variable name PE, since PE appears to be the product of two matrices P and E.",1691240000000,,,EMNLP/2023/Conference,zpayaLaUhL,"['EMNLP/2023/Conference/Submission1988/-/Official_Review', 'EMNLP/2023/Conference/-/Edit']",CC BY 4.0,1701460000000,[],3,,,"['everyone', 'EMNLP/2023/Conference/Submission1988/Reviewer_fPAJ']",zpayaLaUhL,['EMNLP/2023/Conference/Submission1988/Reviewer_fPAJ'],1691240000000,1701460000000,"['EMNLP/2023/Conference', 'EMNLP/2023/Conference/Submission1988/Reviewer_fPAJ']","Yes, the peer review suggests that the authors of the paper should refer to additional literature that is relevant to their study but not mentioned in the original paper. Specifically:

* The reviewer mentions that ""In addition to Clark+'19, Kovaleva+'19 should be mentioned as a representative attention analysis"" and provides the reference: ""Kovaleva+, Revealing the Dark Secrets of BERT (EMNLP2019)"".

This suggests that the authors should add a reference to Kovaleva et al.'s paper in their work to provide further context and background information on attention analysis."
